"index","chr","start","end","count"
"6__10702602__10702722","6",10702602,10702722,1
"17__79653342__79660782","17",79653342,79660782,1
"12__133384477__133390005","12",133384477,133390005,4
"14__56343170__102496275","14",56343170,102496275,1
"8__74585342__74601048","8",74585342,74601048,16
"12__49072819__49073616","12",49072819,49073616,3
"19__3660964__3661999","19",3660964,3661999,22
"10__103769131__103773781","10",103769131,103773781,1
"1__46290105__46295253","1",46290105,46295253,4
"19__57334121__57335882","19",57334121,57335882,88
"14__76642966__76662315","14",76642966,76662315,573
"1__12632756__12639440","1",12632756,12639440,22
"4__148968043__148968202","4",148968043,148968202,1
"19__18543783__18544023","19",18543783,18544023,76
"3__197592294__197593090","3",197592294,197593090,20
"7__99045744__99048418","7",99045744,99048418,1
"3__182804481__182810333","3",182804481,182810333,3
"2__106739426__106746234","2",106739426,106746234,74
"6__52131409__52141996","6",52131409,52141996,9
"1__6021854__6029319","1",6021854,6029319,35
"17__48733193__48736729","17",48733193,48736729,21
"8__95556055__95556170","8",95556055,95556170,1
"1__62321702__62330305","1",62321702,62330305,1
"5__36166621__36168549","5",36166621,36168549,7
"3__47127685__161787092","3",47127685,161787092,1
"10__114724315__114799885","10",114724315,114799885,22
"1__31465237__31479949","1",31465237,31479949,3
"3__12421203__12422990","3",12421203,12422990,3
"12__26568236__26596583","12",26568236,26596583,1
"9__123280705__123301442","9",123280705,123301442,14
"16__67913753__67913874","16",67913753,67913874,5
"15__43023409__43028276","15",43023409,43028276,5
"11__6629276__6629441","11",6629276,6629441,1
"9__33953283__33956144","9",33953283,33956144,17
"11__102056749__102076805","11",102056749,102076805,4
"10__95107374__95109726","10",95107374,95109726,461
"1__198646110__212218100","1",198646110,212218100,1
"12__6646086__6647162","12",6646086,6647162,52
"3__14174050__136743769","3",14174050,136743769,1
"1__151234637__151238915","1",151234637,151238915,23
"1__92226700__215775296","1",92226700,215775296,1
"8__124346118__124350061","8",124346118,124350061,1
"11__403078__404135","11",403078,404135,17
"X__10031485__10035530","X",10031485,10035530,14
"9__19120878__98700151","9",19120878,98700151,5
"13__114149817__114175048","13",114149817,114175048,2
"20__31606443__31606628","20",31606443,31606628,8
"10__101563776__101572901","10",101563776,101572901,3
"17__74093877__74094099","17",74093877,74094099,2
"10__45484722__45484823","10",45484722,45484823,4
"5__145634506__145634655","5",145634506,145634655,4
"8__21958105__21958483","8",21958105,21958483,8
"15__50884108__50885946","15",50884108,50885946,108
"2__39995564__61502040","2",39995564,61502040,1
"8__33408562__33416289","8",33408562,33416289,1
"19__21280991__21326446","19",21280991,21326446,1
"11__8728632__8734282","11",8728632,8734282,303
"12__120600874__120622046","12",120600874,120622046,1
"6__131912453__131924344","6",131912453,131924344,33
"1__109440591__112686576","1",109440591,112686576,1
"1__167343345__167343533","1",167343345,167343533,27
"5__72351892__72364606","5",72351892,72364606,3
"16__68265081__68267785","16",68265081,68267785,3
"11__62400037__62407203","11",62400037,62407203,2
"9__36375931__36376124","9",36375931,36376124,4
"17__131559__183725","17",131559,183725,3
"2__32323865__32370076","2",32323865,32370076,127
"18__2925222__2960847","18",2925222,2960847,38
"3__127842427__181353960","3",127842427,181353960,2
"11__85692788__85707972","11",85692788,85707972,4
"8__97307326__97321850","8",97307326,97321850,43
"8__38803642__38814904","8",38803642,38814904,1
"10__7318854__7409851","10",7318854,7409851,20
"19__2210280__5208068","19",2210280,5208068,1
"2__96860696__96861287","2",96860696,96861287,749
"15__59450486__59450578","15",59450486,59450578,4
"14__76349028__76368567","14",76349028,76368567,4
"1__145367714__148753421","1",145367714,148753421,1
"4__120166492__120194863","4",120166492,120194863,3
"19__52715939__52719916","19",52715939,52719916,28
"17__25877594__25904665","17",25877594,25904665,40
"19__1089471__1089961","19",1089471,1089961,130
"7__29132239__29135833","7",29132239,29135833,14
"X__118544153__118544325","X",118544153,118544325,3
"2__148730308__148733544","2",148730308,148733544,8
"11__87013338__87030419","11",87013338,87030419,1
"9__112025330__112030713","9",112025330,112030713,10
"18__21644104__21649235","18",21644104,21649235,2
"4__2895740__2896458","4",2895740,2896458,30
"1__104902389__153517994","1",104902389,153517994,5
"15__41337102__41348904","15",41337102,41348904,3
"2__122215263__122218769","2",122215263,122218769,12
"X__153281483__153281548","X",153281483,153281548,5
"7__75614897__75615559","7",75614897,75615559,1
"13__33101545__33111164","13",33101545,33111164,6
"16__47545576__47549512","16",47545576,47549512,16
"X__53574634__53615494","X",53574634,53615494,3
"1__21329206__21415706","1",21329206,21415706,21
"17__26901970__26902562","17",26901970,26902562,361
"3__9495423__9506356","3",9495423,9506356,31
"18__48586236__48593557","18",48586236,48593557,1
"14__53113093__74715837","14",53113093,74715837,1
