"index","chr","start","end","count"
"19__66346__66499","19",66346,66499,1
"16__162621__162774","16",162621,162774,1
"17__169211__177370","17",169211,177370,10
"19__325635__325704","19",325635,325704,2
"11__403078__404135","11",403078,404135,2
"11__407817__410027","11",407817,410027,1
"16__424005__424151","16",424005,424151,2
"19__418923__440932","19",418923,440932,1
"16__449379__449739","16",449379,449739,23
"10__486811__486936","10",486811,486936,14
"19__579500__582582","19",579500,582582,2
"18__670692__671451","18",670692,671451,6
"18__697240__706578","18",697240,706578,1
"11__710422__720746","11",710422,720746,1
"16__777965__778029","16",777965,778029,2
"1__865535__866469","1",865535,866469,11
"1__871152__871276","1",871152,871276,1
"1__871152__877868","1",871152,877868,5
"1__877939__879533","1",877939,879533,2
"1__871152__911649","1",871152,911649,1
"12__939169__971436","12",939169,971436,11
"1__986833__987195","1",986833,987195,2
"1__981344__989931","1",981344,989931,11
"19__1011366__1011498","19",1011366,1011498,1
"19__1089471__1089961","19",1089471,1089961,13
"19__1090907__1091906","19",1090907,1091906,1
"19__1090907__1094077","19",1090907,1094077,1
"19__1119010__1119620","19",1119010,1119620,7
"10__1125951__1126416","10",1125951,1126416,1
"12__1136914__1137738","12",1136914,1137738,19
"10__1139392__1142186","10",1139392,1142186,3
"10__1118056__1151207","10",1118056,1151207,3
"10__1149542__1151207","10",1149542,1151207,15
"19__1147308__1154401","19",1147308,1154401,4
"10__1170158__1170964","10",1170158,1170964,18
"1__1192372__1203372","1",1192372,1203372,1
"19__1271328__1271466","19",1271328,1271466,1
"11__1307232__1317024","11",1307232,1317024,5
"11__1309854__1317024","11",1309854,1317024,1
"17__1382725__1382999","17",1382725,1382999,9
"17__1382725__1387597","17",1382725,1387597,2
"19__1399127__1399194","19",1399127,1399194,123
"17__1451590__1461853","17",1451590,1461853,1
"17__1479891__1481617","17",1479891,1481617,1
"17__1540003__1540356","17",1540003,1540356,12
"17__1558644__1576491","17",1558644,1576491,2
"17__1580859__1580988","17",1580859,1580988,2
"17__1561820__1584348","17",1561820,1584348,1
"17__1584020__1584984","17",1584020,1584984,5
"19__1621837__1632404","19",1621837,1632404,2
"1__1635478__1635585","1",1635478,1635585,1
"17__1648469__1656084","17",1648469,1656084,2
"17__1690104__1690898","17",1690104,1690898,2
"1__1721834__1724750","1",1721834,1724750,3
"1__1747195__1749314","1",1747195,1749314,1
"1__1737914__1770677","1",1737914,1770677,3
"11__1773982__1775368","11",1773982,1775368,1
"11__1773982__1780869","11",1773982,1780869,4
