"index","chr","start","end","count"
"14__56343170__102496275","14",56343170,102496275,4
"3__50145503__50145737","3",50145503,50145737,1
"12__49072819__49073616","12",49072819,49073616,1
"10__103769131__103773781","10",103769131,103773781,1
"1__46290105__46295253","1",46290105,46295253,2
"19__57334121__57335882","19",57334121,57335882,14
"14__76642966__76662315","14",76642966,76662315,60
"13__96345063__96345076","13",96345063,96345076,1
"1__12632756__12639440","1",12632756,12639440,2
"1__61872234__61892228","1",61872234,61892228,1
"20__30734588__30746317","20",30734588,30746317,1
"3__197592294__197593090","3",197592294,197593090,28
"3__182804481__182810333","3",182804481,182810333,2
"2__106739426__106746234","2",106739426,106746234,44
"6__52131409__52141996","6",52131409,52141996,3
"1__6021854__6029319","1",6021854,6029319,24
"17__48733193__48736729","17",48733193,48736729,16
"7__24663285__24720139","7",24663285,24720139,9
"10__114724315__114799885","10",114724315,114799885,2
"1__31465237__31479949","1",31465237,31479949,1
"3__12421203__12422990","3",12421203,12422990,3
"12__26568236__26596583","12",26568236,26596583,2
"16__67913753__67913874","16",67913753,67913874,6
"5__145609280__145609473","5",145609280,145609473,2
"12__58239812__104333403","12",58239812,104333403,1
"11__102056749__102076805","11",102056749,102076805,5
"10__95107374__95109726","10",95107374,95109726,15
"1__23356966__23385664","1",23356966,23385664,1
"12__6646086__6647162","12",6646086,6647162,2
"1__151234637__151238915","1",151234637,151238915,14
"1__92226700__215775296","1",92226700,215775296,8
"22__18378050__18379127","22",18378050,18379127,3
"X__10031485__10035530","X",10031485,10035530,2
"13__114149817__114175048","13",114149817,114175048,1
"20__31606443__31606628","20",31606443,31606628,3
"17__74093877__74094099","17",74093877,74094099,3
"10__45484722__45484823","10",45484722,45484823,8
"5__145634506__145634655","5",145634506,145634655,1
"19__1421157__14016527","19",1421157,14016527,1
"8__21958105__21958483","8",21958105,21958483,6
"15__50884108__50885946","15",50884108,50885946,4
"11__8728632__8734282","11",8728632,8734282,27
"12__120600874__120622046","12",120600874,120622046,2
"6__131912453__131924344","6",131912453,131924344,43
"5__72351892__72364606","5",72351892,72364606,1
"16__68265081__68267785","16",68265081,68267785,3
"11__62400037__62407203","11",62400037,62407203,3
"5__159841337__166019246","5",159841337,166019246,1
"9__36375931__36376124","9",36375931,36376124,4
"2__32323865__32370076","2",32323865,32370076,19
"18__2925222__2960847","18",2925222,2960847,23
"3__127842427__181353960","3",127842427,181353960,10
"8__97307326__97321850","8",97307326,97321850,10
"1__154186374__214008635","1",154186374,214008635,2
"7__129662159__129679387","7",129662159,129679387,1
"10__7318854__7409851","10",7318854,7409851,14
"2__96860696__96861287","2",96860696,96861287,594
"15__59450486__59450578","15",59450486,59450578,2
"14__76349028__76368567","14",76349028,76368567,3
"8__98725890__129713988","8",98725890,129713988,1
"4__120166492__120194863","4",120166492,120194863,2
"19__52715939__52719916","19",52715939,52719916,5
"17__25877594__25904665","17",25877594,25904665,25
"19__1089471__1089961","19",1089471,1089961,201
"7__29132239__29135833","7",29132239,29135833,9
"2__148730308__148733544","2",148730308,148733544,4
"11__87013338__87030419","11",87013338,87030419,1
"9__112025330__112030713","9",112025330,112030713,1
"18__21644104__21649235","18",21644104,21649235,2
"1__104902389__153517994","1",104902389,153517994,7
"15__41337102__41348904","15",41337102,41348904,2
"2__122215263__122218769","2",122215263,122218769,16
"X__153281483__153281548","X",153281483,153281548,1
"13__33101545__33111164","13",33101545,33111164,2
"14__76062146__81799254","14",76062146,81799254,1
"15__91181678__91184431","15",91181678,91184431,1
"X__53574634__53615494","X",53574634,53615494,2
"1__21329206__21415706","1",21329206,21415706,1
"17__26901970__26902562","17",26901970,26902562,44
"3__9495423__9506356","3",9495423,9506356,2
"14__53113093__74715837","14",53113093,74715837,1
"8__48730011__48777324","8",48730011,48777324,1
"12__40634733__101736865","12",40634733,101736865,1
"10__97810013__97810223","10",97810013,97810223,2
"5__64747302__64769779","5",64747302,64769779,16
"19__325635__325704","19",325635,325704,1
"8__19433512__22476008","8",19433512,22476008,4
"7__73922405__73927301","7",73922405,73927301,18
"4__128564676__128609022","4",128564676,128609022,6
"1__161088576__161090022","1",161088576,161090022,1
"2__112596015__112622528","2",112596015,112622528,1
"5__37298970__37318187","5",37298970,37318187,2
"20__44596133__44597001","20",44596133,44597001,3
"13__28748409__28835595","13",28748409,28835595,17
"1__4296229__113933971","1",4296229,113933971,1
"13__47297356__47303119","13",47297356,47303119,2
"7__138768526__138774505","7",138768526,138774505,14
"2__72958136__72960247","2",72958136,72960247,1
"19__18543783__18544023","19",18543783,18544023,122
"2__38527414__100191101","2",38527414,100191101,1
"8__82633462__96367267","8",82633462,96367267,1
"1__197091518__197101482","1",197091518,197101482,20
"3__183882584__183882719","3",183882584,183882719,179
"9__33996221__34017187","9",33996221,34017187,2
"17__58144795__58151247","17",58144795,58151247,1
"12__51089050__51090958","12",51089050,51090958,1
"12__111902466__111947423","12",111902466,111947423,19
"9__126371715__126392755","9",126371715,126392755,13
