"index","chr","start","end","count"
"12__133384477__133390005","12",133384477,133390005,1
"14__56343170__102496275","14",56343170,102496275,1
"8__74585342__74601048","8",74585342,74601048,2
"19__3660964__3661999","19",3660964,3661999,17
"1__26703498__26758867","1",26703498,26758867,1
"1__46290105__46295253","1",46290105,46295253,2
"19__57334121__57335882","19",57334121,57335882,6
"14__76642966__76662315","14",76642966,76662315,80
"1__12632756__12639440","1",12632756,12639440,2
"4__148968043__148968202","4",148968043,148968202,1
"19__18543783__18544023","19",18543783,18544023,75
"3__197592294__197593090","3",197592294,197593090,5
"2__106739426__106746234","2",106739426,106746234,7
"1__6021854__6029319","1",6021854,6029319,6
"17__48733193__48736729","17",48733193,48736729,2
"1__62321702__62330305","1",62321702,62330305,1
"5__36166621__36168549","5",36166621,36168549,1
"10__114724315__114799885","10",114724315,114799885,5
"17__73951647__73952028","17",73951647,73952028,1
"14__23395342__23396023","14",23395342,23396023,1
"9__123280705__123301442","9",123280705,123301442,1
"16__67913753__67913874","16",67913753,67913874,27
"5__145609280__145609473","5",145609280,145609473,7
"11__102056749__102076805","11",102056749,102076805,1
"10__95107374__95109726","10",95107374,95109726,41
"10__75805859__131964943","10",75805859,131964943,1
"1__92226700__215775296","1",92226700,215775296,8
"8__124346118__124350061","8",124346118,124350061,1
"22__18378050__18379127","22",18378050,18379127,6
"X__10031485__10035530","X",10031485,10035530,2
"20__36627590__36634799","20",36627590,36634799,1
"6__170846322__170858201","6",170846322,170858201,42
"10__45484722__45484823","10",45484722,45484823,3
"2__70316939__101888206","2",70316939,101888206,1
"5__145634506__145634655","5",145634506,145634655,2
"15__50884108__50885946","15",50884108,50885946,23
"8__33408562__33416289","8",33408562,33416289,1
"11__8728632__8734282","11",8728632,8734282,47
"2__239184384__239186596","2",239184384,239186596,1
"6__131912453__131924344","6",131912453,131924344,7
"1__167343345__167343533","1",167343345,167343533,8
"5__72351892__72364606","5",72351892,72364606,1
"11__62400037__62407203","11",62400037,62407203,3
"9__36375931__36376124","9",36375931,36376124,10
"2__32323865__32370076","2",32323865,32370076,28
"18__2925222__2960847","18",2925222,2960847,3
"3__127842427__181353960","3",127842427,181353960,2
"8__97307326__97321850","8",97307326,97321850,5
"10__7318854__7409851","10",7318854,7409851,4
"2__96860696__96861287","2",96860696,96861287,118
"15__59450486__59450578","15",59450486,59450578,26
"14__76349028__76368567","14",76349028,76368567,2
"19__52715939__52719916","19",52715939,52719916,1
"17__25877594__25904665","17",25877594,25904665,48
"19__1089471__1089961","19",1089471,1089961,58
"7__29132239__29135833","7",29132239,29135833,1
"17__78264369__78314156","17",78264369,78314156,1
"X__118544153__118544325","X",118544153,118544325,2
"9__112025330__112030713","9",112025330,112030713,1
"18__21644104__21649235","18",21644104,21649235,2
"4__2895740__2896458","4",2895740,2896458,6
"1__104902389__153517994","1",104902389,153517994,8
"2__122215263__122218769","2",122215263,122218769,36
"X__153281483__153281548","X",153281483,153281548,8
"1__21329206__21415706","1",21329206,21415706,6
"17__26901970__26902562","17",26901970,26902562,45
"3__9495423__9506356","3",9495423,9506356,9
"14__53113093__74715837","14",53113093,74715837,4
"8__48730011__48777324","8",48730011,48777324,1
"13__101677849__103443774","13",101677849,103443774,1
"11__66133902__66137003","11",66133902,66137003,12
"11__9917497__50451395","11",9917497,50451395,1
"19__325635__325704","19",325635,325704,4
"15__57690719__64592922","15",57690719,64592922,1
"2__106729102__106782539","2",106729102,106782539,1
"8__19433512__22476008","8",19433512,22476008,3
"7__73922405__73927301","7",73922405,73927301,68
